KEY,en,notes,sp,fr,de,it,pt-br,zh,ja
PASSIVE_UNLOCK_NECROMANCER,"Necromancers can now learn ""Servus Mortem""!",,¡Ahora los nigromantes pueden aprender Servus mortem!,Les Occultistes peuvent désormais apprendre «&nbsp;Servus Mortem&nbsp;»&nbsp;!,Totenbeschwörer können jetzt „Servus Mortem“ lernen!,"Ora i necromanti possono imparare ""Servus Mortem""!","Agora necromantes podem aprender ""Servus Mortem""!",死灵法师现在可以学习“Servus Mortem”！,"ネクロマンサーは「サーヴス・モ
ルテム」を学べるようになりまし
た！"
PASSIVE_UNLOCK_PSYCHIC,"Psychics can now learn ""Gravity Well""!",,¡Ahora los ocultistas pueden aprender Influencia gravitatoria!,Les Médiums peuvent désormais apprendre «&nbsp;Puits de gravité&nbsp;»&nbsp;!,Medien können jetzt „Gravitationsbrunnen“ lernen!,"Ora gli psionici possono imparare ""Pozzo Gravitazionale""!","Agora psíquicos podem aprender ""Poço de Gravidade""!",心灵师现在可以学习“Gravity Well”！,"サイキックは「重力井戸」を学べ
るようになりました！"
PASSIVE_UNLOCK_TINKERER,"Tinkerers can now learn ""Armor Specialist""!",,¡Ahora los manitas pueden aprender Especialista en armaduras!,Les Scientifiques peuvent désormais apprendre «&nbsp;Spécialiste des armures&nbsp;»&nbsp;!,Bastler können jetzt „Rüstungsspezialist“ lernen!,"Ora gli inventori possono imparare ""Specialista delle Armature""!","Agora artífices podem aprender ""Especialista em Armaduras""!",修补匠现在可以学习“Armor Specialist”！,"ティンカーラーが「アーマースペ
シャリスト」を習得できるように
なりました！"
PASSIVE_UNLOCK_BUTCHER,"Butchers can now learn ""Indigestion""!",,¡Ahora los carniceros pueden aprender Indigestión!,Les Barbares peuvent désormais apprendre «&nbsp;Indigestion&nbsp;»&nbsp;!,Schlachter können jetzt „Magenverstimmung“ lernen!,"Ora i macellai possono imparare ""Indigestione""!","Agora açougueiros podem aprender ""Indigestão""!",屠夫现在可以学习“Indigestion”！,"肉屋は「消化不良」を習得できる
ようになりました！"
PASSIVE_UNLOCK_DRUID,"Druids can now learn ""Suicide Squad""!",,¡Ahora los druidas pueden aprender Escuadrón suicida!,Les Druides peuvent désormais apprendre «&nbsp;Suicide Squad&nbsp;»&nbsp;!,Druiden können jetzt „Selbstmordkommando“ lernen!,"Ora i druidi possono imparare ""Squadra Suicida""!","Agora druidas podem aprender ""Esquadrão Suicida""!",德鲁伊现在可以学习“Suicide Squad”！,"ドルイドが「スーサイド・スクワ
ッド」を習得できるようになりま
した！"
PASSIVE_UNLOCK_MONK,"Monks can now learn ""Unstoppable""!",,¡Ahora los monjes pueden aprender Imparable!,Les Moines peuvent désormais apprendre «&nbsp;Inarrêtable&nbsp;»&nbsp;!,Mönche können jetzt „Unaufhaltsam“ lernen!,"Ora i monaci possono imparare ""Inarrestabile""!","Agora monges podem aprender ""Imparável""!",和尚现在可以学习“Unstoppable”！,"僧侶が「アンストッパブル」を習
得できるようになりました！"
PASSIVE_UNLOCK_COLORLESS,"All cats can now learn ""Skill Share""!",,¡Ahora todos los gatos pueden aprender Habilidad compartida!,Tous les chats peuvent désormais apprendre «&nbsp;Partage de compétences&nbsp;»&nbsp;!,Alle Katzen können jetzt „Fähigkeiten teilen“ lernen!,"Ora tuti i gatti possono imparare ""Condivisione delle Abilità""!","Agora todos os gatos podem aprender ""Compartilhar Habilidade""!",所有猫咪现在可以学习“Skill Share”！,"すべての猫が「スキルシェア」を
習得できるようになりました！"
PASSIVE_UNLOCK_JESTER,Jesters have some more tricks up their sleeves!,,¡Los bufones tienen algunos ases más en la manga!,Les Jokers ont encore plus de tours dans leur sac&nbsp;!,Narren haben jetzt neue Kunststücke im Repertoire!,I giullari hanno qualche altro asso nella manica!,Agora curingas possuem mais truques na manga!,小丑还有更多绝招未展现！,"道化師にはまだまだ隠し技があり
ます！"
,,,,,,,,,
ABILITY_UNLOCK_FIGHTER_COLORLESS,"All cats can now learn ""Path of the Fighter""!",,¡Ahora todos los gatos pueden aprender Camino del luchador!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Pugilistes&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Kriegers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Guerriero""!","Agora todos os gatos podem aprender o ""Caminho do Lutador""!",所有猫咪现在可以学习“Path of the Fighter”！,"すべての猫が「戦士の道」を学べ
るようになりました！"
ABILITY_UNLOCK_HUNTER_COLORLESS,"All cats can now learn ""Path of the Hunter""!",,¡Ahora todos los gatos pueden aprender Camino del cazador!,Tous les chats peuvent désormais apprendre «&nbsp;Voies des Sentinelles&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Jägers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Cacciatore""!","Agora todos os gatos podem aprender o ""Caminho do Caçador""!",所有猫咪现在可以学习“Path of the Hunter”！,"すべての猫が「ハンターの道」を
学べるようになりました！"
ABILITY_UNLOCK_MAGE_COLORLESS,"All cats can now learn ""Path of the Mage""!",,¡Ahora todos los gatos pueden aprender Camino del mago!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Mages&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Magiers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Mago""!","Agora todos os gatos podem aprender o ""Caminho do Mago""!",所有猫咪现在可以学习“Path of the Mage”！,"すべての猫が「魔道士の道」を習
得できるようになりました！"
ABILITY_UNLOCK_MEDIC_COLORLESS,"All cats can now learn ""Path of the Cleric""!",,¡Ahora todos los gatos pueden aprender Camino del clérigo!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Sages&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Klerikers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Chierico""!","Agora todos os gatos podem aprender o ""Caminho do Clérigo""!",所有猫咪现在可以学习“Path of the Cleric”！,"すべての猫が「聖職者の道」を学
べるようになりました！"
ABILITY_UNLOCK_THIEF_COLORLESS,"All cats can now learn ""Path of the Thief""!",,¡Ahora todos los gatos pueden aprender Camino del ladrón!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Fourbes&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Diebes“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Ladro""!","Agora todos os gatos podem aprender o ""Caminho do Ladrão""!",所有猫咪现在可以学习“Path of the Thief”！,"すべての猫が「盗賊の道」を習得
できるようになりました！"
ABILITY_UNLOCK_TANK_COLORLESS,"All cats can now learn ""Path of the Tank""!",,¡Ahora todos los gatos pueden aprender Camino del tanque!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Tanks&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Tanks“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Corazzato""!","Agora todos os gatos podem aprender o ""Caminho do Tanque""!",所有猫咪现在可以学习“Path of the Tank”！,"すべての猫が「タンクの道」を習
得できるようになりました！"
ABILITY_UNLOCK_NECROMANCER_COLORLESS,"All cats can now learn ""Path of the Necromancer""!",,¡Ahora todos los gatos pueden aprender Camino del nigromante!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Occultistes&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Totenbeschwörers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Necromante""!","Agora todos os gatos podem aprender o ""Caminho do Necromante""!",所有猫咪现在可以学习“Path of the Necromancer”！,"すべての猫が「死霊術師の道」を
学べるようになりました！"
ABILITY_UNLOCK_PSYCHIC_COLORLESS,"All cats can now learn ""Path of the Psychic""!",,¡Ahora todos los gatos pueden aprender Camino del ocultista!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Médiums&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Mediums“ lernen!,"Ora tutti i gatti possono imparare ""Percorso dello Psionico""!","Agora todos os gatos podem aprender o ""Caminho do Psíquico""!",所有猫咪现在可以学习“Path of the Psychic”！,"すべての猫が「サイキックの道」
を習得できるようになりました！"
ABILITY_UNLOCK_TINKERER_COLORLESS,"All cats can now learn ""Path of the Tinkerer""!",,¡Ahora todos los gatos pueden aprender Camino del manitas!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Scientifiques&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Bastlers“ lernen!,"Ora tutti i gatti possono imparare ""Percorso dell'Inventore""!","Agora todos os gatos podem aprender o ""Caminho do Artífice""!",所有猫咪现在可以学习“Path of the Tinkerer”！,"すべての猫が「ティンカラーの道
」を学べるようになりました！"
ABILITY_UNLOCK_BUTCHER_COLORLESS,"All cats can now learn ""Path of the Butcher""!",,¡Ahora todos los gatos pueden aprender Camino del carnicero!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Barbares&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Schlachters“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Macellaio""!","Agora todos os gatos podem aprender o ""Caminho do Açougueiro""!",所有猫咪现在可以学习“Path of the Butcher”！,"すべての猫が「屠殺者の道」を習
得できるようになりました！"
ABILITY_UNLOCK_DRUID_COLORLESS,"All cats can now learn ""Path of the Druid""!",,¡Ahora todos los gatos pueden aprender Camino del druida!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Druides&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Druiden“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Druido""!","Agora todos os gatos podem aprender o ""Caminho do Druida""!",所有猫咪现在可以学习“Path of the Druid”！,"すべての猫が「ドルイドの道」を
習得できるようになりました！"
ABILITY_UNLOCK_MONK_COLORLESS,"All cats can now learn ""Path of the Monk""!",,¡Ahora todos los gatos pueden aprender Camino del monje!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Moines&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Mönchs“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Monaco""!","Agora todos os gatos podem aprender o ""Caminho do Monge""!",所有猫咪现在可以学习“Path of the Monk”！,"すべての猫が「モンクの道」を学
べるようになりました！"
ABILITY_UNLOCK_COLORLESS_COLORLESS,"All cats can now learn ""Path of the Void""!",,¡Ahora todos los gatos pueden aprender Camino del vacío!,Tous les chats peuvent désormais apprendre «&nbsp;Voie du vide&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg der Leere“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Vuoto""!","Agora todos os gatos podem aprender o ""Caminho do Vazio""!",所有猫咪现在都可以学习“虚空之道”！,"すべての猫が「虚無の道」を学べ
るようになりました！"
ABILITY_UNLOCK_JESTER_COLORLESS,"All cats can now learn ""Path of the Jester""!",,¡Ahora todos los gatos pueden aprender Camino del bufón!,Tous les chats peuvent désormais apprendre «&nbsp;Voie des Jokers&nbsp;»&nbsp;!,Alle Katzen können jetzt „Der Weg des Narren“ lernen!,"Ora tutti i gatti possono imparare ""Percorso del Giullare""!","Agora todos os gatos podem aprender o ""Caminho do Curinga""!",所有猫咪现在都可以学习“小丑之道”！,"すべての猫が「道化師の道」を学
べるようになりました！"
,,,,,,,,,
PASSIVE_UNLOCK_FIGHTER_COLORLESS,"All cats can now learn ""Fighter's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de luchador!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Pugiliste&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Kriegers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Guerriero""!","Agora todos os gatos podem aprender a ""Alma de Lutador""!",所有猫咪现在都可以学习“战士之魂”！,"すべての猫が「ファイターズソウ
ル」を習得可能になりました！"
PASSIVE_UNLOCK_HUNTER_COLORLESS,"All cats can now learn ""Hunter's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de cazador!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Sentinelle&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Jägers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Cacciatore""!","Agora todos os gatos podem aprender a ""Alma de Caçador""!",所有猫咪现在都可以学习“猎人之魂”！,"すべての猫が「ハンターの魂」を
習得可能になりました！"
PASSIVE_UNLOCK_MAGE_COLORLESS,"All cats can now learn ""Mage's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de mago!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Mage&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Magiers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Mago""!","Agora todos os gatos podem aprender a ""Alma de Mago""!",所有猫咪现在都可以学习“法师之魂”！,"すべての猫が「魔導士の魂」を習
得できるようになりました！"
PASSIVE_UNLOCK_MEDIC_COLORLESS,"All cats can now learn ""Cleric's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de clérigo!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Sage&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Klerikers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Chierico""!","Agora todos os gatos podem aprender a ""Alma de Clérigo""!",所有猫咪现在都可以学习“牧师之魂”！,"すべての猫が「クレリックの魂」
を習得可能になりました！"
PASSIVE_UNLOCK_THIEF_COLORLESS,"All cats can now learn ""Thief's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de ladrón!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Fourbe&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Diebes“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Ladro""!","Agora todos os gatos podem aprender a ""Alma de Ladrão""!",所有猫咪现在都可以学习“盗贼之魂”！,"すべての猫が「盗賊の魂」を習得
できるようになりました！"
PASSIVE_UNLOCK_TANK_COLORLESS,"All cats can now learn ""Tank's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de tanque!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Tank&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Tanks“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Corazzato""!","Agora todos os gatos podem aprender a ""Alma de Tanque""!",所有猫咪现在都可以学习“坦克之魂”！,"すべての猫が「タンクの魂」を習
得できるようになりました！"
PASSIVE_UNLOCK_NECROMANCER_COLORLESS,"All cats can now learn ""Necromancer's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de nigromante!,Tous les chats peuvent désormais apprendre «&nbsp;Âme d'Occultiste&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Totenbeschwörers“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Necromante""!","Agora todos os gatos podem aprender a ""Alma de Necromante""!",所有猫咪现在都可以学习“死灵法师之魂”！,"すべての猫が「ネクロマンサーの
魂」を習得できるようになりまし
た！"
PASSIVE_UNLOCK_PSYCHIC_COLORLESS,"All cats can now learn ""Psychic's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de ocultista!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Médium&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Mediums“ lernen!,"Ora tutti i gatti possono imparare ""Anima dello Psionico""!","Agora todos os gatos podem aprender a ""Alma de Psíquico""!",所有猫咪现在都可以学习“灵能者之魂”！,"すべての猫が「サイキックの魂」
を習得可能になりました！"
PASSIVE_UNLOCK_TINKERER_COLORLESS,"All cats can now learn ""Tinkerer's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de manitas!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Scientifique&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Bastlers“ lernen!,"Ora tutti i gatti possono imparare ""Anima dell'Inventore""!","Agora todos os gatos podem aprender a ""Alma de Artífice""!",所有猫咪现在都可以学习“发明家之魂”！,"すべての猫が「ティンカーラーの
魂」を習得可能になりました！"
PASSIVE_UNLOCK_BUTCHER_COLORLESS,"All cats can now learn ""Butcher's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de carnicero!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Barbare&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Schlachters“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Macellaio""!","Agora todos os gatos podem aprender a ""Alma de Açougueiro""!",所有猫咪现在都可以学习“屠夫之魂”！,"すべての猫が「屠殺者の魂」を習
得できるようになりました！"
PASSIVE_UNLOCK_DRUID_COLORLESS,"All cats can now learn ""Druid's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de druida!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Druide&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Druiden“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Druido""!","Agora todos os gatos podem aprender a ""Alma de Druida""!",所有猫咪现在都可以学习“德鲁伊之魂”！,"すべての猫が「ドルイドの魂」を
習得できるようになりました！"
PASSIVE_UNLOCK_MONK_COLORLESS,"All cats can now learn ""Monk's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de monje!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Moine&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Mönchs“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Monaco""!","Agora todos os gatos podem aprender a ""Alma de Monge""!",所有猫咪现在都可以学习“僧侣之魂”！,"すべての猫が「僧侶の魂」を習得
可能になりました！"
PASSIVE_UNLOCK_COLORLESS_COLORLESS,"All cats can now learn ""Void Soul""!",,¡Ahora todos los gatos pueden aprender Alma del vacío!,Tous les chats peuvent désormais apprendre «&nbsp;Âme vide&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele der Leere“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Vuoto""!","Agora todos os gatos podem aprender a ""Alma de Vácuo""!",所有猫咪现在都可以学习“虚空之魂”！,"すべての猫が「虚無の魂」を習得
できるようになりました！"
PASSIVE_UNLOCK_JESTER_COLORLESS,"All cats can now learn ""Jester's Soul""!",,¡Ahora todos los gatos pueden aprender Alma de bufón!,Tous les chats peuvent désormais apprendre «&nbsp;Âme de Joker&nbsp;»&nbsp;!,Alle Katzen können jetzt „Seele des Narren“ lernen!,"Ora tutti i gatti possono imparare ""Anima del Giullare""!","Agora todos os gatos podem aprender a ""Alma de Curinga""!",所有猫咪现在都可以学习“小丑之魂”！,"すべての猫が「道化師の魂」を学
べるようになりました！"
,,,,,,,,,
SONG_UNLOCK_ALLEY,"""Eatin' Rats"" is now in the radio playlist!",,¡Se ha añadido «Eatin' Rats» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Mange-rats&nbsp;» à la radio&nbsp;!,„Eatin‘ Rats“ kann jetzt im Radio laufen!,"Ora ""Eatin' Rats"" è nella playlist della radio!","""Eatin' Rats"" foi adicionada à lista de reprodução de rádio!",“吃老鼠”现在已加入电台播放列表！,"「Eatin' Rats」がラ
ジオのプレイリストに追加されま
した！"
SONG_UNLOCK_SEWERS,"""Flush"" is now in the radio playlist!",,¡Se ha añadido «Flush» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chasse&nbsp;» à la radio&nbsp;!,„Flush“ kann jetzt im Radio laufen!,"Ora ""Flush"" è nella playlist della radio!","""Flush"" foi adicionada à lista de reprodução de rádio!",“冲刷”现在已加入电台播放列表！,"「Flush」がラジオのプレイ
リストに追加されました！"
SONG_UNLOCK_JUNKYARD,"""Chumbucket Kitty"" is now in the radio playlist!",,¡Se ha añadido «Chumbucket Kitty» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chaton à la bouillie&nbsp;» à la radio&nbsp;!,„Chumbucket Kitty“ kann jetzt im Radio laufen!,"Ora ""Chumbucket Kitty"" è nella playlist della radio!","""Chumbucket Kitty"" foi adicionada à lista de reprodução de rádio!",“垃圾桶猫咪”现在已加入电台播放列表！,"「Chumbucket 
Kitty」がラジオのプレイリ
ストに追加されました！"
SONG_UNLOCK_CAVES,"""Crystalline Dreams"" is now in the radio playlist!",,¡Se ha añadido «Crystalline Dreams» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Rêves cristallins&nbsp;» à la radio&nbsp;!,„Crystalline Dreams“ kann jetzt im Radio laufen!,"Ora ""Crystalline Dreams"" è nella playlist della radio!","""Crystalline Dreams"" foi adicionada à lista de reprodução de rádio!",“晶体梦境”现在已加入电台播放列表！,"「クリスタルライン・ドリーム」
がラジオのプレイリストに追加さ
れました！"
SONG_UNLOCK_BONEYARD,"""Them Kitty Bones"" is now in the radio playlist!",,¡Se ha añadido «Them Kitty Bones» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Os de chaton&nbsp;» à la radio&nbsp;!,„Them Kitty Bones“ kann jetzt im Radio laufen!,"Ora ""Them Kitty Bones"" è nella playlist della radio!","""Them Kitty Bones"" foi adicionada à lista de reprodução de rádio!","""Them Kitty Bones"" 现在已加入电台播放列表！","「Them Kitty 
Bones」がラジオのプレイリ
ストに追加されました！"
SONG_UNLOCK_MEATWORLD,"""Sweet Delicious"" is now in the radio playlist!",,¡Se ha añadido «Sweet Delicious» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Délicieux et juteux&nbsp;» à la radio&nbsp;!,„Sweet Delicious“ kann jetzt im Radio laufen!,"Ora ""Sweet Delicious"" è nella playlist della radio!","""Sweet Delicious"" foi adicionada à lista de reprodução de rádio!","""Sweet Delicious"" 现在已加入电台播放列表！","「Sweet 
Delicious」がラジオの
プレイリストに追加されました！"
SONG_UNLOCK_THROBBINGKING,"""Throbbing King"" is now in the radio playlist!",,¡Se ha añadido «Throbbing King» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Roi lancinant&nbsp;» à la radio&nbsp;!,„Throbbing King“ kann jetzt im Radio laufen!,"Ora ""Throbbing King"" è nella playlist della radio!","""Throbbing King"" foi adicionada à lista de reprodução de rádio!","""Throbbing King"" 现在已加入电台播放列表！","「Throbbing King
」がラジオのプレイリストに追加
されました！"
SONG_UNLOCK_GUILLOTINA,"""Guillotina"" is now in the radio playlist!",,¡Se ha añadido «Guillotina» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Guillotina&nbsp;» à la radio&nbsp;!,„Guillotina“ kann jetzt im Radio laufen!,"Ora ""Guillotina"" è nella playlist della radio!","""Guillotina"" foi adicionada à lista de reprodução de rádio!","""Guillotina"" 现在已加入电台播放列表！","「Guillotina」がラジ
オのプレイリストに追加されまし
た！"
SONG_UNLOCK_DESERT,"""Lonesome Road"" is now in the radio playlist!",,¡Se ha añadido «Lonesome Road» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chemin solitaire&nbsp;» à la radio&nbsp;!,„Lonesome Road“ kann jetzt im Radio laufen!,"Ora ""Lonesome Road"" è nella playlist della radio!","""Lonesome Road"" foi adicionada à lista de reprodução de rádio!","""Lonesome Road"" 现在已加入电台播放列表！","「Lonesome Road」
がラジオのプレイリストに追加さ
れました！"
SONG_UNLOCK_CRATER,"""Feline Invader"" is now in the radio playlist!",,¡Se ha añadido «Feline Invader» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Invasion féline&nbsp;» à la radio&nbsp;!,„Feline Invader“ kann jetzt im Radio laufen!,"Ora ""Feline Invader"" è nella playlist della radio!","""Feline Invader"" foi adicionada à lista de reprodução de rádio!","""Feline Invader"" 现在已加入电台播放列表！","「Feline Invader
」がラジオのプレイリストに追加
されました！"
SONG_UNLOCK_BUNKER,"""Alone in the Dark"" is now in the radio playlist!",,¡Se ha añadido «Alone in the Dark» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Solitaire dans le noir&nbsp;» à la radio&nbsp;!,„Alone in the Dark“ kann jetzt im Radio laufen!,"Ora ""Alone in the Dark"" è nella playlist della radio!","""Alone in the Dark"" foi adicionada à lista de reprodução de rádio!","""Alone in the Dark"" 现在已加入电台播放列表！","「Alone in the 
Dark」がラジオのプレイリス
トに追加されました！"
SONG_UNLOCK_MOON,"""So High"" is now in the radio playlist!",,¡Se ha añadido «So High» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Mauvais trip&nbsp;» à la radio&nbsp;!,„So High“ kann jetzt im Radio laufen!,"Ora ""So High"" è nella playlist della radio!","""So High"" foi adicionada à lista de reprodução de rádio!","""So High"" 现在已加入电台播放列表！","「So High」がラジオのプ
レイリストに追加されました！"
SONG_UNLOCK_CORE,"""Down with the Devil"" is now in the radio playlist!",,¡Se ha añadido «Down with the Devil» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Danser avec le diable&nbsp;» à la radio&nbsp;!,„Down with the Devil“ kann jetzt im Radio laufen!,"Ora ""Down with the Devil"" è nella playlist della radio!","""Down with the Devil"" foi adicionada à lista de reprodução de rádio!","""Down with the Devil"" 现在已加入电台播放列表！","「Down with the 
Devil」がラジオのプレイリ
ストに追加されました！"
SONG_UNLOCK_DIMENSIONX,"""Chaos"" is now in the radio playlist!",,¡Se ha añadido «Chaos» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Chaos&nbsp;» à la radio&nbsp;!,„Chaos“ kann jetzt im Radio laufen!,"Ora ""Chaos"" è nella playlist della radio!","""Chaos"" foi adicionada à lista de reprodução de rádio!","""Chaos"" 现在已加入电台播放列表！","「Chaos」がラジオのプレイ
リストに追加されました！"
SONG_UNLOCK_SCRAMBLED,"""Scrambled"" is now in the radio playlist!",,¡Se ha añadido «Scrambled» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Brouillage&nbsp;» à la radio&nbsp;!,„Scrambled“ kann jetzt im Radio laufen!,"Ora ""Scrambled"" è nella playlist della radio!","""Scrambled"" foi adicionada à lista de reprodução de rádio!","""Scrambled"" 现在已加入电台播放列表！","「Scrambled」がラジオ
のプレイリストに追加されました
！"
SONG_UNLOCK_KAIJUS,"""Brush Your Teeth"" is now in the radio playlist!",,¡Se ha añadido «Brush Your Teeth» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Brosse-toi les dents&nbsp;» à la radio&nbsp;!,„Brush Your Teeth“ kann jetzt im Radio laufen!,"Ora ""Brush Your Teeth"" è nella playlist della radio!","""Brush Your Teeth"" foi adicionada à lista de reprodução de rádio!","""Brush Your Teeth"" 现在已加入电台播放列表！","「Brush Your 
Teeth」がラジオのプレイリ
ストに追加されました！"
SONG_UNLOCK_LAB,"""Endless Misery"" is now in the radio playlist!",,¡Se ha añadido «Endless Misery» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Misère éternelle&nbsp;» à la radio&nbsp;!,„Endless Misery“ kann jetzt im Radio laufen!,"Ora ""Endless Misery"" è nella playlist della radio!","""Endless Misery"" foi adicionada à lista de reprodução de rádio!","""Endless Misery"" 现在已加入电台播放列表！","「Endless Misery
」がラジオのプレイリストに追加
されました！"
SONG_UNLOCK_FUTURE,"""Humanicide"" is now in the radio playlist!",,¡Se ha añadido «Humanicide» a la lista de la radio!,Vous pouvez désormais écouter «&nbsp;Apocalypse&nbsp;» à la radio&nbsp;!,„Humanicide“ kann jetzt im Radio laufen!,"Ora ""Humanicide"" è nella playlist della radio!","""Humanicide"" foi adicionada à lista de reprodução de rádio!","""Humanicide"" 现在已加入电台播放列表！","「Humanicide」がラジ
オのプレイリストに追加されまし
た！"
