KEY,en,notes,sp,fr,de,it,pt-br,zh,ja
TEAMNAME_ADJECTIVE_JESTER5,Laughing,,Risueños,hilares,Lachenden,Sghignazzanti,Risonhos|Risonhas,大笑,笑い
TEAMNAME_ADJECTIVE_JESTER6,Funny,,Graciosos,drôles,Lustigen,Divertenti,Engraçados|Engraçadas,有趣,面白い
TEAMNAME_ADJECTIVE_JESTER7,Sarcastic,,Sarcásticos,sarcastiques,Sarkastischen,Sarcastici|Sarcastiche,Sarcásticos|Sarcásticas,讽刺,皮肉な
TEAMNAME_ADJECTIVE_JESTER8,Cackling,,Desternillados,rigolos|rigolotes,Gackernden,Sguaiati|Sguaiate,Cacarejantes,狂笑,カカカと笑う
TEAMNAME_ADJECTIVE_JESTER9,Mocking,,Burlones,moqueurs|moqueuses,Spöttischen,Beffardi|Beffarde,Zombeteiros|Zombeteiras,嘲笑,嘲笑
TEAMNAME_ADJECTIVE_JESTER10,Rainbow,,Arcoíris,arcs-en-ciel,format2|Regenbogen,Arcobaleno,Arco-Íris,彩虹,レインボー
TEAMNAME_ADJECTIVE_JESTER11,Chuckling,,Divertidos,amusés|amusées,Glucksenden,Sorridenti,Risonhos|Risonhas,轻笑,くすくす笑う
TEAMNAME_ADJECTIVE_JESTER12,Snickering,,Socarrones,narquois|narquoises,Kichernden,Lieti|Liete,Joviais,窃笑,くすくす笑う
TEAMNAME_ADJECTIVE_JESTER13,Smiling,,Sonrientes,souriants|souriantes,Lächelnden,Ilari,Sorridentes,微笑,微笑んでいる
TEAMNAME_ADJECTIVE_JESTER14,Gay,,Alegres,gais|gaies,Fröhlichen,Gioiosi|Gioiose,Alegres,同性恋,ゲイ
TEAMNAME_ADJECTIVE_MISC0,Purrrfect,,Ronroneantes,parrrfaits|parrrfaites,Schnurrenden,Miaosi|Miaosette,Purrrfeitos|Purrrfeitas,完美无缺,パーフェクト
TEAMNAME_ADJECTIVE_MISC1,Fluffy,,Suaves,duveteux|duveteuses,Fluffigen,Pelosetti|Pelosette,Fofinhos|Fofinhas,毛茸茸,ふわふわ
TEAMNAME_ADJECTIVE_MISC2,format2|{Catname's},,format2|{Catname} y sus,format2|{Catname} et les,Namhaften,di {Catname},format2|de {Catname},格式2|{Catname的},フォーマット2|{Catname's}
TEAMNAME_ADJECTIVE_MISC2_M,,,,,,,,,
TEAMNAME_ADJECTIVE_MISC2_F,,,,,,,,,
TEAMNAME_ADJECTIVE_MISC2_N,,,,,,,,,
TEAMNAME_ADJECTIVE_MISC3,format2|{Catname} and the,,format2|{Catname} y los,format2|{Catname} et les,Abgefahrenen,format2|{Catname} e,format2|{Catname} e os,format2|{Catname} 和,format2|{Catname}とその
TEAMNAME_ADJECTIVE_MISC3_M,,,,,,,,,
TEAMNAME_ADJECTIVE_MISC3_F,,,,,,,,,
TEAMNAME_ADJECTIVE_MISC3_N,,,,,,,,,
TEAMNAME_NOUN_FIGHTER0,Lunks,,Zopencos,Balourds|male,Blödiane,I Gorilloni,Brutos|male,鲁克斯,ランクス
TEAMNAME_NOUN_FIGHTER1,Bros,,Machotes,Frères|male,Bros,I Fratelli,Irmãos|male,兄弟们,ブラザーズ
TEAMNAME_NOUN_FIGHTER2,Fists,,Puños,Poings|male,Fäuste,I Pugni,Punhos|male,拳头,拳
TEAMNAME_NOUN_FIGHTER3,Bruisers,,Matones,Castagneurs|male,Schlägertypen,I Picchiatori,Agressores|male,壮汉,ブルーザー
TEAMNAME_NOUN_FIGHTER4,Fists,,Puños,Poings|male,Fäuste,I Cazzotti,Punhos|male,拳头,拳
TEAMNAME_NOUN_FIGHTER5,Dolts,,Memos,Sans-cervelles|male,Tölpel,Gli Imbranati,Tolos|male,笨蛋,愚か者たち
TEAMNAME_NOUN_FIGHTER6,Heroes,,Héroes,Héros|male,Helden,Gli Eroi,Heróis|male,英雄,ヒーロー
TEAMNAME_NOUN_FIGHTER7,Alphas,,Alfa,Alphas|male,Alphas,Gli Alfa,Alfas,阿尔法,アルファズ
TEAMNAME_NOUN_FIGHTER8,Jocks,,Atletas,Athlètes|male,Sportskanonen,I Palestrati,Atletas,运动健将,ジョックス
TEAMNAME_NOUN_FIGHTER9,Daddies,,Forzudos,Papas|male,Daddys,I Paparini,Papais|male,爸爸们,ダディーズ
TEAMNAME_NOUN_FIGHTER10,Bullies,,Abusones,Harceleurs|male,Rabauken,I Bulli,Valentões|male,恶霸,いじめっ子
TEAMNAME_NOUN_FIGHTER11,Beaters,,Vapuleadores,Batteurs|male,Schläger,I Pestatori,Espancadores|male,击打者,ビータ―ズ
TEAMNAME_NOUN_HUNTER0,Stalkers,,Acechadores,Désaxés|male,Pirscher,I Segugi,Espreitadores|male,潜行者,ストーカーズ
TEAMNAME_NOUN_HUNTER1,Rangers,,Guardabosques,Rôdeurs|male,Waldläufer,I Ranger,Guardiões|male,游侠,レンジャー
TEAMNAME_NOUN_HUNTER2,Trackers,,Rastreadores,Pisteurs|male,Spurensucher,I Tracciatori,Rastreadores|male,追踪者,追跡者
TEAMNAME_NOUN_HUNTER3,Arrowheads,,Arqueros,Têtes de flèche|male,Bogenschützen,I Predatori,Batedores|male,箭头,矢じり
TEAMNAME_NOUN_HUNTER4,Skinners,,Desolladores,Écorcheurs|male,Hautabzieher,I Scorticatori,Esfoladores|male,剥皮者,スキナーズ
TEAMNAME_NOUN_HUNTER5,Traps,,Tramperos,Pièges|male,Fallensteller,Gli Intrappolatori,Armadilhas|female,陷阱,トラップ
TEAMNAME_NOUN_HUNTER6,Spotters,,Observadores,Guetteurs|male,Detektive,Gli Osservatori,Olheiros|male,侦查者,スポッターズ
TEAMNAME_NOUN_HUNTER7,Sharpshooters,,Francotiradores,Tirailleurs|male,Scharfschützen,I Cecchini,Franco Atiradores|male,神射手,狙撃手
TEAMNAME_NOUN_HUNTER8,singular|Pack,,Compañeros,Mutins|male,Meute,I Cercatori,Companheiros|male,单|包,単数形|パック
TEAMNAME_NOUN_HUNTER9,Wildlings,,Montaraces,Sauvageons|male,Wildlinge,I Selvaggi,Selvagens,野人,ワイルドリング
TEAMNAME_NOUN_HUNTER10,Nature Kids,,Naturalistas,Campagnards|male,Naturburschen,I Silvestri,Silvestres,自然之子,自然の子供たち
TEAMNAME_NOUN_HUNTER11,Scouts,,Exploradores,Scouts|male,Pfadfinder,Gli Esploratori,Batedores|male,侦察兵,スカウト
TEAMNAME_NOUN_HUNTER12,Brood,,Polluelos,Progénitures|female,Brüter,I Discendenti,Descendentes,一窝,ブルード
TEAMNAME_NOUN_MEDIC0,Doctors,,Médicos,Médecins|male,Ärzte,I Dottori,Doutores|male,医生,医師
TEAMNAME_NOUN_MEDIC1,Priests,,Sacerdotes,Curés|male,Priester,I Sacerdoti,Sacerdotes|male,祭司,僧侶
TEAMNAME_NOUN_MEDIC2,Crusaders,,Cruzados,Croisés|male,Kreuzritter,I Crociati,Cruzados|male,十字军,十字軍
TEAMNAME_NOUN_MEDIC3,Bible Thumpers,,Fanáticos,Matrixés de la Bible|male,Bibelfreunde,I Bacchettoni,Fanáticos|male,圣经信徒,バイブル・サンパーズ
TEAMNAME_NOUN_MEDIC4,God Warriors,,Templarios,Guerriers divins|male,Gotteskrieger,I Guerrieri di Dio,Guerreiros Divinos|male,神之战士,神の戦士たち
TEAMNAME_NOUN_MEDIC5,Saints,,Santos,Saints|male,Heiligen,I Santi,Santos|male,圣徒,聖者
TEAMNAME_NOUN_MEDIC6,Servants,,Siervos,Serviteurs|male,Diener,I Servitori,Servos|male,仆人,従者
TEAMNAME_NOUN_MEDIC7,Faithfuls,,Fieles,Croyants|male,Gläubigen,I Fedeli,Crentes,忠诚者,忠実な者たち
TEAMNAME_NOUN_MEDIC8,Paladins,,Paladines,Paladins|male,Paladine,I Paladini,Paladinos|male,圣骑士,パラディンズ
TEAMNAME_NOUN_MEDIC9,Chosen,,Elegidos,Élus|male,Auserwählten,I Prescelti,Escolhidos|male,被选中者,選ばれし者
TEAMNAME_NOUN_MAGE0,Students,,Estudiantes,Élèves|male,Studenten,Gli Studenti,Estudantes,学生,学生
TEAMNAME_NOUN_MAGE1,Wizards,,Brujos,Sorciers|male,Hexenmeister,I Maghi,Magos|male,巫师,ウィザード
TEAMNAME_NOUN_MAGE2,Occultists,,Ocultistas,Occultistes|male,Okkultisten,Gli Occultisti,Ocultistas,神秘学者,オカルティスト
TEAMNAME_NOUN_MAGE3,Magicians,,Magos,Magiciens|male,Magier,I Prestigiatori,Mágicos|male,魔术师,魔術師
TEAMNAME_NOUN_MAGE4,Spell Slingers,,Lanzahechizos,Enchanteurs|male,Zauberwirker,I Lanciaincantesimi,Encantadores|male,法术投掷者,呪文の使い手たち
TEAMNAME_NOUN_MAGE5,Gathering,,Taumaturgos,Initiés|male,Versammelten,Gli Adunatori,Compiladores|male,采集者,集会
TEAMNAME_NOUN_MAGE6,Know It Alls,,Sabiondos,Prétentieux|male,Besserwisser,I Saputelli,Sapientes,万事通,何でも知っている者たち
TEAMNAME_NOUN_MAGE7,Bookworms,,Lectores,Bibliophiles|male,Leseratten,I Topi di Biblioteca,Leitores|male,书虫,読書家
TEAMNAME_NOUN_MAGE8,Sorcerers,,Hechiceros,Sorceleurs|male,Zauberer,Gli Stregoni,Feiticeiros|male,巫师,魔術師
TEAMNAME_NOUN_TANK0,Rocks,,Pedruscos,Cailloux|male,Steine,I Sassi,Pedras|female,岩石,岩
TEAMNAME_NOUN_TANK1,Chonks,,Zampabollos,Parpaings|male,Klumpen,I Corpulenti,Pedaços|male,胖子们,チョンクス
TEAMNAME_NOUN_TANK2,Defenders,,Defensores,Défenseurs|male,Verteidiger,I Difensori,Defensores|male,防御者,ディフェンダー
TEAMNAME_NOUN_TANK3,Lard Asses,,Tragaldabas,Lardons|male,Fettwanste,I Lardosi,Rechonchudos|male,大肥佬,ラードアス
TEAMNAME_NOUN_TANK4,Chubbers,,Tragones,Enrobés|male,Klöße,I Paffutelli,Gordurosos|male,胖胖们,チャバーズ
TEAMNAME_NOUN_TANK5,Brickwalls,,Muros,Murs|male,Ziegelmauern,I Fortini,Muralhas|female,砖墙,レンガの壁
TEAMNAME_NOUN_TANK6,Linebackers,,Armarios,Protecteurs|male,Linebacker,I Centravanti,Zagueiros|male,线卫,ラインバッカーズ
TEAMNAME_NOUN_TANK7,Tanks,,Tanques,Tanks|male,Panzer,I Carrarmati,Tanques|male,坦克,タンク
TEAMNAME_NOUN_TANK8,Big Boys,,Grandullones,Gros tas|male,Supertypen,I Ragazzoni,Garotões|male,大个子,ビッグボーイズ
TEAMNAME_NOUN_TANK9,Fatties,,Gordinflones,Bouboules|male,Dickerchen,I Grassi,Gorduchos|male,胖子们,ファッティーズ
TEAMNAME_NOUN_TANK10,Loafs,,Holgazanes,Miches|female,Moppel,I Manzi,Gordinhos|male,面包,ローフス
TEAMNAME_NOUN_TANK11,Lumps,,Gandules,Blocs|male,Bullen,I Bitorzoli,Caroços|male,肿块,コブ
TEAMNAME_NOUN_TANK12,Turtles,,Acorazados,Tortues|female,Schildkröten,Le Tartarughe|female,Tartarugas|female,乌龟,タートルズ
TEAMNAME_NOUN_THIEF0,Shadows,,Anónimos,Ombres|female,Schatten,Le Ombre|female,Sombras|female,暗影,シャドウズ
TEAMNAME_NOUN_THIEF1,Bandits,,Bandidos,Bandits|male,Banditen,I Banditi,Bandidos|male,强盗,盗賊団
TEAMNAME_NOUN_THIEF2,Scoundrels,,Bribones,Canailles|female,Schurken,I Mascalzoni,Cafajestes|male,恶棍,悪党たち
TEAMNAME_NOUN_THIEF3,Cheaters,,Tramposos,Tricheurs|male,Betrüger,Gli Imbroglioni,Safados|male,作弊者,イカサマ師
TEAMNAME_NOUN_THIEF4,Scammers,,Estafadores,Arnaqueurs|male,Schwindler,I Truffatori,Enganadores|male,骗子,詐欺師
TEAMNAME_NOUN_THIEF5,Backstabbers,,Traidores,Traîtres|male,Verräter,I Pugnalatori,Apunhaladores|male,背叛者,裏切り者たち
TEAMNAME_NOUN_THIEF6,Thieves,,Ladrones,Voleurs|male,Diebe,I Ladri,Ladrões|male,小偷,盗賊
TEAMNAME_NOUN_THIEF7,Stealers,,Rateros,Brigands|male,Schlitzohren,I Rapinatori,Larápios|male,偷窃者,盗賊団
TEAMNAME_NOUN_THIEF8,Hoarders,,Cleptómanos,Thésauriseurs|male,Hamsterer,Gli Accaparratori,Acumuladores|male,囤积者,収集家
TEAMNAME_NOUN_THIEF9,Rogues,,Pícaros,Voyous|male,Gauner,Le Canaglie|female,Rebeldes,流氓,盗賊
TEAMNAME_NOUN_THIEF10,Looters,,Saqueadores,Pillards|male,Plünderer,I Saccheggiatori,Saqueadores|male,掠夺者,略奪者
TEAMNAME_NOUN_THIEF11,Jackers,,Maleantes,Filous|male,Schufte,I Razziatori,Malfeitores|male,抢劫者,ジャッカーズ
TEAMNAME_NOUN_MONK0,singular|Dojo,,Monjes,Ceintures noires|female,Samurai,Gli Accademici,Monges|male,singular|道场,道場
TEAMNAME_NOUN_MONK1,Chakras,,Chakras,Chakras|male,Chakras,I Chakra,Chakras,轮脉,チャクラ
TEAMNAME_NOUN_MONK2,Lotuses,,Lotos,Lotus|male,Lotusblüten,I Loti,Lótus|female,莲花,蓮の花
TEAMNAME_NOUN_MONK3,Flying Fists,,Golpes,Poings volants|male,Fliegenden Fäuste,I Pugni volanti,Punhos Voadores|male,飞拳,飛翔する拳
TEAMNAME_NOUN_MONK4,Beings,,Seres,Êtres|male,Wesen,Gli Esseri,Seres|male,存在,存在
TEAMNAME_NOUN_MONK5,Buddhists,,Budistas,Bouddhistes|male,Buddhisten,I Buddisti,Budistas,佛教徒,仏教徒
TEAMNAME_NOUN_MONK6,Martial Artists,,Ascetas,Artistes martiaux|male,Kampfkünstler,I Maestri di Arti Marziali,Artistas Marciais,武术家,武道家
TEAMNAME_NOUN_MONK7,Harmonies,,Adeptos,Harmonies|female,Harmoniesuchenden,Gli Armonici,Harmonias|female,和谐,調和
TEAMNAME_NOUN_MONK8,Palms,,Acólitos,Paumes|female,Hände,I Palmi,Palmas|female,掌,手のひら
TEAMNAME_NOUN_MONK9,Hermits,,Ermitaños,Hermites|male,Einsiedler,Gli Eremiti,Eremitas,隐士,隠者
TEAMNAME_NOUN_MONK10,singular|Sect,,Religiosos,Sectaires|male,Sektenjünger,I Cultisti,Sectários|male,singular|门派,単数|教団
TEAMNAME_NOUN_MONK11,Sleepers,,Dormilones,Dormeurs|male,Schläfer,I Dormienti,Dorminhocos|male,沉睡者,スリーパーズ
TEAMNAME_NOUN_MONK12,Parables,,Ejemplos,Paraboles|female,Parabeln,Le Parabole|female,Parábolas|female,寓言,寓話
TEAMNAME_NOUN_DRUID0,Animals,,Animales,Animaux|male,Tiere,Gli Animali,Animais|male,动物,動物
TEAMNAME_NOUN_DRUID1,Musicians,,Músicos,Musiciens|male,Musiker,I Musicisti,Músicos|male,音乐家,ミュージシャン
TEAMNAME_NOUN_DRUID2,Zookeepers,,Cuidadores,Amis des bêtes|male,Zoowärter,I Custodi dello Zoo,Zoólogos|male,动物园管理员,動物園の管理者
TEAMNAME_NOUN_DRUID3,singular|Gang,,Colegas,Malfrats|male,Grobiane,Le Cosche|female,Colegas,单数|帮派,単数形|ギャング
TEAMNAME_NOUN_DRUID4,Collective,,Hermanos,Associés|male,Pazifisten,I Collettivi,Coletivo|male,集体,集合体
TEAMNAME_NOUN_DRUID5,Hippies,,Hippies,Hippies|male,Hippies,Gli Hippie,Hippies,嬉皮士,ヒッピー
TEAMNAME_NOUN_DRUID6,Shapeshifters,,Cambiaformas,Métamorphes|male,Gestaltwandler,I Mutaforma,Metamorfos|male,变形者,シェイプシフター
TEAMNAME_NOUN_DRUID7,Critters,,Bichos,Créatures|female,Viecher,Le Creaturine|female,Criaturas|female,小动物,クリッターズ
TEAMNAME_NOUN_DRUID8,Singers,,Cantantes,Chanteurs|male,Sänger,I Cantanti,Cantores|male,歌手,歌い手
TEAMNAME_NOUN_DRUID9,singular|Choir,,Coristas,Choristes|female,Chormitglieder,I Coristi,Coristas,单数|合唱团,単数形|合唱団
TEAMNAME_NOUN_DRUID10,Flower Children,,Pimpollos,Pacifistes|male,Blumenkinder,I Figli dei Fiori,Floristas,花童,フラワーチルドレン
TEAMNAME_NOUN_DRUID11,Friends,,Amigos,Amis|male,Freunde,Gli Amici,Amigos|male,朋友,友達
TEAMNAME_NOUN_PSYCHIC0,Clairvoyants,,Clarividentes,Éclairés|male,Hellseher,I Chiaroveggenti,Clarividentes,千里眼,透視者
TEAMNAME_NOUN_PSYCHIC1,Seers,,Videntes,Prophètes|male,Seher,Gli Indovini,Adivinhadores|male,预言者,予言者
TEAMNAME_NOUN_PSYCHIC2,Eyes,,Ojos,Yeux|male,Augen,Gli Occhi,Olhos|male,眼睛,目
TEAMNAME_NOUN_PSYCHIC3,Fortune Tellers,,Adivinos,Cartomanciens|male,Wahrsager,I Cartomanti,Videntes,算命师,占い師
TEAMNAME_NOUN_PSYCHIC4,Manipulators,,Manipuladores,Manipulateurs|male,Drahtzieher,I Manipolatori,Manipuladores|male,操纵者,操作する者たち
TEAMNAME_NOUN_PSYCHIC5,Mind Readers,,Pitonisos,Télépathes|male,Gedankenleser,I Sensitivi,Leitores de Mentes|male,读心者,心を読む者たち
TEAMNAME_NOUN_PSYCHIC6,Con Artists,,Timadores,Mystificateurs|male,Trickbetrüger,I Truffatori,Golpistas,骗子,詐欺師
TEAMNAME_NOUN_PSYCHIC7,Pushers,,Profetas,Gratte-papiers|male,Löffelverbieger,Gli Spacciatori,Traficantes,推销员,プッシャーズ
TEAMNAME_NOUN_PSYCHIC8,Palm Readers,,Augures,Chiromanciens|male,Handleser,I Chiromanti,Leitores de Mãos|male,算命师,手相占い師
TEAMNAME_NOUN_PSYCHIC9,Telepaths,,Telépatas,Spiritistes|male,Telepathen,I Telepati,Telepatas,心灵感应者,テレパス
TEAMNAME_NOUN_BUTCHER0,Grillmasters,,Cocineros,Pros du grill|male,Grillmeister,I Maestri della Griglia,Mestres do Churrasco,烧烤大师,グリルマスターズ
TEAMNAME_NOUN_BUTCHER1,Gluttons,,Glotones,Gloutons|male,Vielfraße,I Ghiottoni,Glutões|male,暴食者,大食漢
TEAMNAME_NOUN_BUTCHER2,Stomachs,,Estómagos,Estomacs|male,Schlemmerer,Gli Stomaci,Estômagos|male,胃袋,胃
TEAMNAME_NOUN_BUTCHER3,Hogs,,Comilones,Porcelets|male,Schweine,I Porci,Porcos|male,猪,ホッグス
TEAMNAME_NOUN_BUTCHER4,Piglets,,Lechones,Cochons|male,Schweinchen,I Suini,Porquinhos|male,小猪,子豚
TEAMNAME_NOUN_BUTCHER5,Butchers,,Carniceros,Bouchers|male,Metzger,I Macellai,Açougueiros|male,屠夫,肉屋
TEAMNAME_NOUN_BUTCHER6,Devils,,Demonios,Démons|male,Teufel,I Diavoli,Diabos|male,恶魔,悪魔
TEAMNAME_NOUN_BUTCHER7,Chop Tops,,Charcuteros,Côtelettes|female,Chop-Tops,I Decapitatori,Canibais,砍头者,チョップトップス
TEAMNAME_NOUN_BUTCHER8,singular|Swarm,,Salchicheros,Puants|male,Insekten,Le Orde|female,Insetos|male,singular|群,単数形|群れ
TEAMNAME_NOUN_BUTCHER9,Flys,,Matarifes,Mouches|female,Fliegen,Le Mosche|female,Moscas|female,苍蝇,フライズ
TEAMNAME_NOUN_BUTCHER10,Pukers,,Destripadores,Vomitos|male,Schwelger,I Vomitatori,Vomitadores|male,呕吐者,吐き出し屋
TEAMNAME_NOUN_BUTCHER11,Bingers,,Zampones,Boulimique|male,Leckermäulchen,Gli Ingozzatori,Descontrolados|male,狂欢者,ビンジャーズ
TEAMNAME_NOUN_NECROMANCER0,Zombies,,Zombis,Zombies|male,Zombies,Gli Zombie,Zumbis,僵尸,ゾンビ
TEAMNAME_NOUN_NECROMANCER1,Skeletons,,Esqueletos,Squelettes|male,Skelette,Gli Scheletri,Esqueletos|male,骷髅,スケルトン
TEAMNAME_NOUN_NECROMANCER2,Leeches,,Chupasangres,Sangsues|female,Blutsauger,Le Sanguisughe|female,Sanguessugas|female,水蛭,ヒル
TEAMNAME_NOUN_NECROMANCER3,Suckers,,Vampiros,Suceurs|male,Absauger,I Parassiti,Sugadores|male,吸血鬼,吸血鬼
TEAMNAME_NOUN_NECROMANCER4,Dead Cats,,Gatos Muertos,Morts-vivants|male,Toten Katzen,I Gatti Morti,Gatos Mortos|male,死猫,死んだ猫
TEAMNAME_NOUN_NECROMANCER5,Corpses,,Difuntos,Carcasses|female,Leichen,I Corpi,Corpos|male,尸体,死体
TEAMNAME_NOUN_NECROMANCER6,Cadavers,,Cadáveres,Cadavres|male,Kadaver,I Cadaveri,Cadáveres|male,尸体,死体
TEAMNAME_NOUN_NECROMANCER7,Misfits,,Inadaptados,Marginaux|male,Außenseiter,Gli Emarginati,Desajustados|male,异类,はみ出し者たち
TEAMNAME_NOUN_NECROMANCER8,Maggots,,Gusanos,Asticots|male,Maden,Le Larve|female,Vermes|male,蛆虫,ウジ虫
TEAMNAME_NOUN_NECROMANCER9,Cultists,,Sectarios,Fanatiques|male,Kultisten,I Seguaci,Cultistas,教徒,カルト信者
TEAMNAME_NOUN_NECROMANCER10,Spooks,,Espectros,Revenants|male,Gespenster,Gli Spettri,Espectros|male,鬼怪,スプークス
TEAMNAME_NOUN_TINKERER0,Robots,,Robots,Robots|male,Roboter,I Robot,Robôs|male,机器人,ロボット
TEAMNAME_NOUN_TINKERER1,Scientists,,Científicos,Scientifiques|male,Wissenschaftler,Gli Scienziati,Cientistas,科学家,科学者
TEAMNAME_NOUN_TINKERER2,Workers,,Trabajadores,Travailleurs|male,Arbeiter,Gli Operai,Trabalhadores|male,工人,作業員
TEAMNAME_NOUN_TINKERER3,Tools,,Aparatos,Outils|male,Werkzeuge,Gli Strumenti,Ferramentas|female,工具,ツール
TEAMNAME_NOUN_TINKERER4,Bombs,,Explosivos,Bombes|female,Bomben,Le Bombe|female,Bombas|female,炸弹,爆弾
TEAMNAME_NOUN_TINKERER5,Sparks,,Electricistas,Étincelles|female,Funken,I Bagliori,Fagulhas|female,火花,スパークス
TEAMNAME_NOUN_TINKERER6,Automatons,,Autómatas,Automates|male,Maschinen,Gli Automi,Autômatos|male,自动机,オートマトン
TEAMNAME_NOUN_TINKERER7,CPUs,,Artilugios,Processeurs|male,Prozessoren,Le CPU|female,CPUs|female,CPU,CPU
TEAMNAME_NOUN_TINKERER8,Batteries,,Circuitos,Batteries|female,Batterien,I Generatori,Pilhas|female,电池,バッテリー
TEAMNAME_NOUN_TINKERER9,Inventors,,Inventores,Inventeurs|male,Erfinder,Gli Inventori,Inventores|male,发明家,発明家
TEAMNAME_NOUN_TINKERER10,Nerds,,Frikis,Nerds|male,Nerds,I Nerd,Nerds,书呆子,オタク
TEAMNAME_NOUN_TINKERER11,Geeks,,Empollones,Geeks|male,Streber,I Secchioni,Geeks,极客,ギーク
TEAMNAME_NOUN_COLORLESS0,Cats,,Gatos,Chats|male,Katzen,I Gatti,Gatos|male,猫,猫
TEAMNAME_NOUN_COLORLESS1,Boys,,Fulanos,Garçons|male,Jungen,I Ragazzi,Meninos|male,男孩,少年たち
TEAMNAME_NOUN_COLORLESS2,Girls,,Mendas,Filles|female,Mädchen,Le Ragazze|female,Meninas|female,女孩,女の子
TEAMNAME_NOUN_JESTER0,Jokers,,Bromistas,Bouffons|male,Witzbolde,I Saltimbanchi,Piadistas,小丑,ジョーカーズ
TEAMNAME_NOUN_JESTER1,Trolls,,Liantes,Trolls|male,Trolle,I Troll,Trolls,巨魔,トロール
TEAMNAME_NOUN_JESTER2,Kids,,Jóvenes,Enfants|male,Kinder,I Bimbi,Crianças|female,孩子们,子供たち
TEAMNAME_NOUN_JESTER3,Stars,,Artistas,Étoiles|female,Sterne,Le Stelle|female,Estrelas|female,明星,スターズ
TEAMNAME_NOUN_JESTER4,Comedians,,Comediantes,Comiques|male,Comedians,I Comici,Comediantes,喜剧演员,コメディアン
TEAMNAME_NOUN_JESTER5,Clowns,,Payasos,Clowns|male,Clowns,I Clown,Palhaços|male,小丑,ピエロ
TEAMNAME_NOUN_JESTER6,Jesters,,Bufones,Fous|male,Narren,I Buffoni,Bobos da Corte|male,弄臣,道化師
TEAMNAME_NOUN_JESTER7,Mimes,,Mimos,Mimes|male,Pantomimen,I Mimi,Mímicos|male,哑剧演员,マイム
TEAMNAME_NOUN_JESTER8,Wildcards,,Comodines,Zinzolins|male,Joker,I Jolly,Curingas,万能牌,ワイルドカード
TEAMNAME_NOUN_JESTER9,Rainbows,,Arcoíris,Arcs-en-ciel|male,Regenbögen,Gli Arcobaleni,Arcos-Íris|male,彩虹,レインボー
TEAMNAME_NOUN_JESTER10,Balatros,,Augustos,Balatros|male,Balatros,I Ciarlatani,Bufões|male,巴拉特罗斯,バラトロス
TEAMNAME_NOUN_JESTER11,Bozos,,Idiotas,Guignols|male,Dussel,I Pagliacci,Bozos|male,笨蛋,ボゾーズ
TEAMNAME_NOUN_MISC0,Dudes,,Tipos,Types|male,Kerle,I Tipi,Caras,伙计们,仲間たち
TEAMNAME_NOUN_MISC1,singular|Team,,Socios,Coéquipiers|male,Teamplayer,Le Squadre|female,Membros|male,单数|队伍,単数形|チーム
TEAMNAME_NOUN_MISC2,Cats,,Gatos,Chats|male,Katzen,I Gatti,Gatos|male,猫,猫
TEAMNAME_NOUN_MISC3,singular|Gang,,Colegas,Gangsters|male,Grobiane,Gli Schieramenti,Tratantes,单数|帮派,ギャング
TEAMNAME_NOUN_MISC4,Kittens,,Gatitos,Chatons|male,Kätzchen,I Gattini,Filhotes,小猫,子猫たち
TEAMNAME_NOUN_MISC5,Pussies,,Mininos,Chattes|female,Muschis,Le Gattine|female,Gatinhos|male,猫咪,子猫たち
TEAMNAME_NOUN_MISC6,Furballs,,Michinos,Boules de poils|female,Fellknäuel,I Pelosetti,Bolas de Pelo|male,毛球,ファーボールズ
TEAMNAME_NOUN_MISC7,Fluffers,,Félidos,Poilus|male,Fluffis,I Morbidoni,Velas|female,蓬松者,フラッファーズ
TEAMNAME_NOUN_MISC8,Cat Callers,,Llamagatos,Coquettes|female,Schnatterer,I Fischiatori,Conquistadores|male,召猫者,キャットコーラーズ
TEAMNAME_NOUN_MISC9,Gatos,,Felinos,Gatos|male,Gatos,I Gatos,Felinos|male,加托斯,Gatos
